Installation,Taux occupation civières(%),Nombre de civières fonctionnelles,Nombre de patients sur civière,Nombre de patients sur civière +24h,Nombre de patients sur civière +48h,Nombre patients arrivés en ambulance,Nombre inscriptions,Nombre inscriptions avec SAG,date
Hôpital général du Lakeshore,90,31,28,7,1,22,93,0,2020-10-26
L'Hôpital général juif Sir Mortimer B. Davis,91,53,48,3,1,44,211,0,2020-10-26
Hôpital de Verdun,165,26,43,14,1,33,102,0,2020-10-26
Hôpital Notre-Dame,106,35,37,11,4,36,92,0,2020-10-26
Hôpital du Sacré-Coeur de Montréal,107,46,49,15,7,31,147,1,2020-10-26
Hôpital Fleury,67,18,12,0,0,22,74,0,2020-10-26
Hôpital Jean-Talon,82,22,18,2,0,24,112,0,2020-10-26
Pavillon Albert-Prévost,62,13,8,2,0,0,11,0,2020-10-26
Hôpital de Lachine,50,14,7,4,1,9,37,0,2020-10-26
Hôpital général de Montréal,116,31,36,9,1,30,93,2,2020-10-26
Hôpital Royal Victoria,136,33,45,27,14,13,131,0,2020-10-26
L'hôpital de Montréal pour enfants,33,12,4,1,0,5,131,2,2020-10-26
Institut de cardiologie de Montréal,50,22,11,0,0,4,51,0,2020-10-26
CHU Sainte-Justine,19,16,3,0,0,10,137,14,2020-10-27
Centre hospitalier de l'Université de Montréal,118,51,60,26,3,45,140,0,2020-10-27
Hôpital Louis-H. Lafontaine,83,12,10,6,3,4,12,0,2020-10-27
Hôpital Santa Cabrini,82,38,31,11,4,32,64,0,2020-10-27
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,104,54,56,17,6,36,126,1,2020-10-27
Centre hospitalier de St. Mary,95,22,21,8,1,18,78,2,2020-10-27
Hôpital de LaSalle,60,15,9,1,0,7,49,0,2020-10-27
Hôpital Douglas,100,6,6,0,0,2,17,0,2020-10-27
Hôpital général du Lakeshore,110,31,34,7,1,24,82,0,2020-10-27
L'Hôpital général juif Sir Mortimer B. Davis,104,53,55,8,1,36,195,0,2020-10-27
Hôpital de Verdun,119,26,31,6,0,29,94,0,2020-10-27
Hôpital Notre-Dame,109,35,38,11,3,31,85,0,2020-10-27
Hôpital du Sacré-Coeur de Montréal,107,46,49,28,5,19,120,1,2020-10-27
Hôpital Fleury,67,18,12,0,0,17,85,0,2020-10-27
Hôpital Jean-Talon,77,22,17,3,0,19,89,0,2020-10-27
Pavillon Albert-Prévost,31,13,4,1,1,1,15,0,2020-10-27
Hôpital de Lachine,71,14,10,3,1,6,37,0,2020-10-27
Hôpital général de Montréal,103,31,32,10,4,26,54,0,2020-10-27
Hôpital Royal Victoria,133,33,44,22,15,20,104,0,2020-10-27
L'hôpital de Montréal pour enfants,92,12,11,0,0,3,124,1,2020-10-27
Institut de cardiologie de Montréal,64,22,14,1,0,4,45,0,2020-10-27
CHU Sainte-Justine,12,16,2,0,0,13,125,11,2020-10-28
Centre hospitalier de l'Université de Montréal,116,51,59,19,4,41,147,0,2020-10-28
Hôpital Louis-H. Lafontaine,67,12,8,6,4,3,7,0,2020-10-28
Hôpital Santa Cabrini,68,38,26,11,2,27,68,0,2020-10-28
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,111,54,60,15,6,44,153,0,2020-10-28
Centre hospitalier de St. Mary,95,22,21,7,1,20,64,0,2020-10-28
Hôpital de LaSalle,67,15,10,1,0,10,75,0,2020-10-28
Hôpital Douglas,100,6,6,0,0,0,12,0,2020-10-28
Hôpital général du Lakeshore,174,31,54,16,1,19,89,0,2020-10-28
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,9,1,21,133,0,2020-10-28
Hôpital de Verdun,135,26,35,14,2,19,93,0,2020-10-28
Hôpital Notre-Dame,103,35,36,12,1,29,83,0,2020-10-28
Hôpital du Sacré-Coeur de Montréal,107,46,49,20,11,28,119,0,2020-10-28
Hôpital Fleury,67,18,12,1,0,16,73,0,2020-10-28
Hôpital Jean-Talon,95,22,21,4,1,20,85,0,2020-10-28
Pavillon Albert-Prévost,62,13,8,0,0,2,10,0,2020-10-28
Hôpital de Lachine,57,14,8,2,2,10,37,0,2020-10-28
Hôpital général de Montréal,81,31,25,11,2,25,60,0,2020-10-28
Hôpital Royal Victoria,106,33,35,11,4,16,93,0,2020-10-28
L'hôpital de Montréal pour enfants,75,12,9,0,0,5,118,1,2020-10-28
Institut de cardiologie de Montréal,77,22,17,3,0,6,49,0,2020-10-28
CHU Sainte-Justine,44,16,7,0,0,7,145,14,2020-10-29
Centre hospitalier de l'Université de Montréal,114,51,58,22,4,44,139,0,2020-10-29
Hôpital Louis-H. Lafontaine,67,12,8,4,2,1,7,0,2020-10-29
Hôpital Santa Cabrini,84,38,32,9,4,29,60,0,2020-10-29
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,104,54,56,16,6,43,143,1,2020-10-29
Centre hospitalier de St. Mary,86,22,19,4,1,17,78,0,2020-10-29
Hôpital de LaSalle,67,15,10,0,0,7,62,0,2020-10-29
Hôpital Douglas,133,6,8,0,0,5,21,0,2020-10-29
Hôpital général du Lakeshore,84,31,26,10,0,17,76,0,2020-10-29
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,9,0,0,0,2020-10-29
Hôpital de Verdun,127,26,33,14,5,25,81,0,2020-10-29
Hôpital Notre-Dame,114,35,40,14,3,31,77,0,2020-10-29
Hôpital du Sacré-Coeur de Montréal,109,46,50,16,7,34,124,0,2020-10-29
Hôpital Fleury,83,18,15,1,0,17,82,2,2020-10-29
Hôpital Jean-Talon,68,22,15,3,1,17,94,0,2020-10-29
Pavillon Albert-Prévost,54,13,7,2,0,1,7,0,2020-10-29
Hôpital de Lachine,71,14,10,1,0,5,43,0,2020-10-29
Hôpital général de Montréal,81,31,25,4,1,30,71,0,2020-10-29
Hôpital Royal Victoria,103,33,34,14,6,18,108,1,2020-10-29
L'hôpital de Montréal pour enfants,83,12,10,0,0,8,125,1,2020-10-29
Institut de cardiologie de Montréal,77,22,17,2,0,8,51,0,2020-10-29
CHU Sainte-Justine,50,16,8,0,0,10,145,16,2020-10-30
Centre hospitalier de l'Université de Montréal,80,51,41,13,2,43,120,0,2020-10-30
Hôpital Louis-H. Lafontaine,50,12,6,4,0,1,12,0,2020-10-30
Hôpital Santa Cabrini,113,38,43,13,3,36,80,0,2020-10-30
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,119,54,64,16,8,44,172,2,2020-10-30
Centre hospitalier de St. Mary,105,22,23,2,0,18,75,0,2020-10-30
Hôpital de LaSalle,73,15,11,2,0,9,56,0,2020-10-30
Hôpital Douglas,100,6,6,0,0,3,13,0,2020-10-30
Hôpital général du Lakeshore,103,31,32,10,1,16,80,0,2020-10-30
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-10-30
Hôpital de Verdun,119,26,31,11,3,20,101,0,2020-10-30
Hôpital Notre-Dame,106,35,37,12,4,31,70,0,2020-10-30
Hôpital du Sacré-Coeur de Montréal,91,46,42,11,1,32,120,1,2020-10-30
Hôpital Fleury,72,18,13,0,0,15,73,0,2020-10-30
Hôpital Jean-Talon,73,22,16,0,0,19,84,0,2020-10-30
Pavillon Albert-Prévost,77,13,10,5,1,1,4,0,2020-10-30
Hôpital de Lachine,71,14,10,1,0,7,40,0,2020-10-30
Hôpital général de Montréal,71,31,22,5,1,30,81,0,2020-10-30
Hôpital Royal Victoria,118,33,39,12,5,18,124,0,2020-10-30
L'hôpital de Montréal pour enfants,75,12,9,0,0,8,106,2,2020-10-30
Institut de cardiologie de Montréal,27,22,6,0,0,3,41,0,2020-10-30
CHU Sainte-Justine,38,16,6,0,0,9,112,14,2020-10-31
Centre hospitalier de l'Université de Montréal,88,51,45,10,3,40,134,0,2020-10-31
Hôpital Louis-H. Lafontaine,58,12,7,5,2,0,10,0,2020-10-31
Hôpital Santa Cabrini,95,38,36,26,10,26,60,0,2020-10-31
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,124,54,67,24,7,39,143,0,2020-10-31
Centre hospitalier de St. Mary,59,22,13,4,0,19,76,0,2020-10-31
Hôpital de LaSalle,33,15,5,2,0,9,41,0,2020-10-31
Hôpital Douglas,33,6,2,2,0,0,3,0,2020-10-31
Hôpital général du Lakeshore,97,31,30,13,1,20,80,0,2020-10-31
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-10-31
Hôpital de Verdun,127,26,33,14,5,19,55,0,2020-10-31
Hôpital Notre-Dame,100,35,35,7,0,33,70,0,2020-10-31
Hôpital du Sacré-Coeur de Montréal,70,46,32,14,4,30,126,0,2020-10-31
Hôpital Fleury,50,18,9,0,0,16,58,0,2020-10-31
Hôpital Jean-Talon,41,22,9,2,0,18,62,0,2020-10-31
Pavillon Albert-Prévost,69,13,9,6,3,1,7,0,2020-10-31
Hôpital de Lachine,86,14,12,1,1,7,41,0,2020-10-31
Hôpital général de Montréal,77,31,24,7,3,25,58,0,2020-10-31
Hôpital Royal Victoria,124,33,41,19,7,18,98,1,2020-10-31
L'hôpital de Montréal pour enfants,17,12,2,0,0,3,110,3,2020-10-31
Institut de cardiologie de Montréal,68,22,15,3,0,0,22,0,2020-10-31
CHU Sainte-Justine,19,16,3,0,0,6,152,15,2020-11-01
Centre hospitalier de l'Université de Montréal,98,51,50,9,1,45,135,0,2020-11-01
Hôpital Louis-H. Lafontaine,83,12,10,7,5,2,10,0,2020-11-01
Hôpital Santa Cabrini,113,38,43,17,14,33,60,0,2020-11-01
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,137,54,74,26,9,42,152,1,2020-11-01
Centre hospitalier de St. Mary,77,22,17,0,0,22,78,0,2020-11-01
Hôpital de LaSalle,67,15,10,1,0,4,52,0,2020-11-01
Hôpital Douglas,50,6,3,0,0,3,13,0,2020-11-01
Hôpital général du Lakeshore,119,31,37,15,7,17,95,0,2020-11-01
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-01
Hôpital de Verdun,131,26,34,10,3,31,70,0,2020-11-01
Hôpital Notre-Dame,86,35,30,11,1,34,79,0,2020-11-01
Hôpital du Sacré-Coeur de Montréal,98,46,45,17,8,28,111,0,2020-11-01
Hôpital Fleury,83,18,15,0,0,17,64,1,2020-11-01
Hôpital Jean-Talon,68,22,15,1,0,20,70,0,2020-11-01
Pavillon Albert-Prévost,77,13,10,6,3,1,7,0,2020-11-01
Hôpital de Lachine,129,14,18,5,0,9,34,0,2020-11-01
Hôpital général de Montréal,77,31,24,9,1,30,73,0,2020-11-01
Hôpital Royal Victoria,118,33,39,16,10,22,100,0,2020-11-01
L'hôpital de Montréal pour enfants,67,12,8,0,0,4,136,3,2020-11-01
Institut de cardiologie de Montréal,68,22,15,3,0,4,33,0,2020-11-01
CHU Sainte-Justine,31,16,5,0,0,6,159,17,2020-11-02
Centre hospitalier de l'Université de Montréal,118,51,60,11,2,54,173,0,2020-11-02
Hôpital Louis-H. Lafontaine,58,12,7,2,1,0,15,0,2020-11-02
Hôpital Santa Cabrini,100,38,38,14,2,33,68,0,2020-11-02
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,124,54,67,24,11,44,159,0,2020-11-02
Centre hospitalier de St. Mary,73,22,16,0,0,25,87,0,2020-11-02
Hôpital de LaSalle,53,15,8,0,0,13,80,0,2020-11-02
Hôpital Douglas,100,6,6,0,0,1,21,0,2020-11-02
Hôpital général du Lakeshore,145,31,45,17,6,23,102,0,2020-11-02
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-02
Hôpital de Verdun,154,26,40,18,5,32,90,0,2020-11-02
Hôpital Notre-Dame,117,35,41,4,2,32,103,0,2020-11-02
Hôpital du Sacré-Coeur de Montréal,104,46,48,11,4,33,146,0,2020-11-02
Hôpital Fleury,78,18,14,1,0,23,79,0,2020-11-02
Hôpital Jean-Talon,82,22,18,2,0,21,93,0,2020-11-02
Pavillon Albert-Prévost,69,13,9,3,2,1,8,0,2020-11-02
Hôpital de Lachine,93,14,13,7,2,8,34,0,2020-11-02
Hôpital général de Montréal,90,31,28,5,2,29,66,0,2020-11-02
Hôpital Royal Victoria,133,33,44,16,4,25,131,0,2020-11-02
L'hôpital de Montréal pour enfants,92,12,11,0,0,5,139,1,2020-11-02
Institut de cardiologie de Montréal,77,22,17,3,0,3,55,0,2020-11-02
CHU Sainte-Justine,25,16,4,0,0,3,132,12,2020-11-03
Centre hospitalier de l'Université de Montréal,124,51,63,9,1,46,142,0,2020-11-03
Hôpital Louis-H. Lafontaine,83,12,10,3,1,4,13,0,2020-11-03
Hôpital Santa Cabrini,79,38,30,12,2,34,78,0,2020-11-03
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,131,54,71,23,7,46,154,2,2020-11-03
Centre hospitalier de St. Mary,91,22,20,3,0,20,84,1,2020-11-03
Hôpital de LaSalle,47,15,7,0,0,8,66,0,2020-11-03
Hôpital Douglas,50,6,3,0,0,0,13,0,2020-11-03
Hôpital général du Lakeshore,142,31,44,20,12,21,88,0,2020-11-03
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-03
Hôpital de Verdun,154,26,40,21,6,23,88,0,2020-11-03
Hôpital Notre-Dame,100,35,35,12,2,34,87,0,2020-11-03
Hôpital du Sacré-Coeur de Montréal,80,46,37,10,0,33,126,0,2020-11-03
Hôpital Fleury,56,18,10,0,0,16,67,0,2020-11-03
Hôpital Jean-Talon,55,22,12,3,0,17,81,0,2020-11-03
Pavillon Albert-Prévost,46,13,6,2,0,0,9,0,2020-11-03
Hôpital de Lachine,129,14,18,7,4,7,39,0,2020-11-03
Hôpital général de Montréal,100,31,31,7,1,23,71,0,2020-11-03
Hôpital Royal Victoria,136,33,45,18,5,18,114,0,2020-11-03
L'hôpital de Montréal pour enfants,50,12,6,0,0,8,112,2,2020-11-03
Institut de cardiologie de Montréal,86,22,19,4,0,1,47,0,2020-11-03
CHU Sainte-Justine,44,16,7,0,0,9,165,18,2020-11-04
Centre hospitalier de l'Université de Montréal,114,51,58,18,2,47,144,0,2020-11-04
Hôpital Louis-H. Lafontaine,92,12,11,7,0,0,9,0,2020-11-04
Hôpital Santa Cabrini,76,38,29,8,4,33,75,0,2020-11-04
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,124,54,67,26,11,44,170,0,2020-11-04
Centre hospitalier de St. Mary,91,22,20,1,0,21,74,0,2020-11-04
Hôpital de LaSalle,53,15,8,1,0,11,63,0,2020-11-04
Hôpital Douglas,33,6,2,0,0,1,15,0,2020-11-04
Hôpital général du Lakeshore,132,31,41,16,7,21,77,0,2020-11-04
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-04
Hôpital de Verdun,146,26,38,10,2,28,111,0,2020-11-04
Hôpital Notre-Dame,97,35,34,12,5,42,103,0,2020-11-04
Hôpital du Sacré-Coeur de Montréal,87,46,40,9,2,30,154,1,2020-11-04
Hôpital Fleury,78,18,14,2,0,19,72,0,2020-11-04
Hôpital Jean-Talon,55,22,12,1,0,20,95,0,2020-11-04
Pavillon Albert-Prévost,54,13,7,2,0,0,11,0,2020-11-04
Hôpital de Lachine,136,14,19,10,4,13,50,0,2020-11-04
Hôpital général de Montréal,94,31,29,7,2,26,65,0,2020-11-04
Hôpital Royal Victoria,136,33,45,15,6,19,113,1,2020-11-04
L'hôpital de Montréal pour enfants,25,12,3,0,0,9,116,0,2020-11-04
Institut de cardiologie de Montréal,82,22,18,4,0,4,52,0,2020-11-04
CHU Sainte-Justine,31,16,5,0,0,11,148,19,2020-11-05
Centre hospitalier de l'Université de Montréal,120,51,61,19,7,48,151,0,2020-11-05
Hôpital Louis-H. Lafontaine,75,12,9,5,2,0,12,0,2020-11-05
Hôpital Santa Cabrini,82,38,31,10,3,28,78,0,2020-11-05
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,137,54,74,20,8,40,167,0,2020-11-05
Centre hospitalier de St. Mary,95,22,21,4,0,25,79,0,2020-11-05
Hôpital de LaSalle,127,15,19,0,0,11,67,0,2020-11-05
Hôpital Douglas,17,6,1,0,0,1,18,0,2020-11-05
Hôpital général du Lakeshore,139,31,43,15,4,23,101,0,2020-11-05
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-05
Hôpital de Verdun,142,26,37,13,1,28,102,0,2020-11-05
Hôpital Notre-Dame,120,35,42,16,6,30,85,0,2020-11-05
Hôpital du Sacré-Coeur de Montréal,96,46,44,13,1,34,147,0,2020-11-05
Hôpital Fleury,94,18,17,0,0,21,78,0,2020-11-05
Hôpital Jean-Talon,59,22,13,0,0,24,104,0,2020-11-05
Pavillon Albert-Prévost,62,13,8,3,1,1,6,0,2020-11-05
Hôpital de Lachine,100,14,14,9,7,7,38,0,2020-11-05
Hôpital général de Montréal,126,31,39,14,5,26,72,0,2020-11-05
Hôpital Royal Victoria,118,33,39,17,7,25,126,0,2020-11-05
L'hôpital de Montréal pour enfants,58,12,7,0,0,11,133,1,2020-11-05
Institut de cardiologie de Montréal,77,22,17,4,0,2,54,0,2020-11-05
CHU Sainte-Justine,56,16,9,0,0,9,161,20,2020-11-06
Centre hospitalier de l'Université de Montréal,141,51,72,18,3,46,167,0,2020-11-06
Hôpital Louis-H. Lafontaine,58,12,7,3,1,3,12,0,2020-11-06
Hôpital Santa Cabrini,79,38,30,7,0,35,78,0,2020-11-06
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,104,54,56,18,5,44,147,0,2020-11-06
Centre hospitalier de St. Mary,109,22,24,5,0,18,82,0,2020-11-06
Hôpital de LaSalle,73,15,11,1,0,10,56,0,2020-11-06
Hôpital Douglas,133,6,8,0,0,4,19,0,2020-11-06
Hôpital général du Lakeshore,106,31,33,16,5,15,99,0,2020-11-06
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-06
Hôpital de Verdun,100,26,26,3,1,31,94,0,2020-11-06
Hôpital Notre-Dame,106,35,37,12,4,39,89,0,2020-11-06
Hôpital du Sacré-Coeur de Montréal,93,46,43,12,4,39,154,0,2020-11-06
Hôpital Fleury,78,18,14,1,0,16,84,0,2020-11-06
Hôpital Jean-Talon,91,22,20,2,0,19,99,0,2020-11-06
Pavillon Albert-Prévost,69,13,9,4,1,0,10,0,2020-11-06
Hôpital de Lachine,129,14,18,10,7,9,37,0,2020-11-06
Hôpital général de Montréal,103,31,32,11,4,27,68,0,2020-11-06
Hôpital Royal Victoria,127,33,42,19,7,18,114,0,2020-11-06
L'hôpital de Montréal pour enfants,108,12,13,0,0,4,140,5,2020-11-06
Institut de cardiologie de Montréal,27,22,6,1,0,4,40,0,2020-11-06
CHU Sainte-Justine,12,16,2,0,0,8,144,14,2020-11-07
Centre hospitalier de l'Université de Montréal,120,51,61,23,4,47,139,0,2020-11-07
Hôpital Louis-H. Lafontaine,83,12,10,5,2,0,18,0,2020-11-07
Hôpital Santa Cabrini,84,38,32,9,1,30,66,0,2020-11-07
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,96,54,52,17,8,49,158,1,2020-11-07
Centre hospitalier de St. Mary,86,22,19,4,1,22,76,0,2020-11-07
Hôpital de LaSalle,73,15,11,1,0,11,59,0,2020-11-07
Hôpital Douglas,133,6,8,4,0,1,11,0,2020-11-07
Hôpital général du Lakeshore,103,31,32,15,8,21,74,0,2020-11-07
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-07
Hôpital de Verdun,92,26,24,2,0,29,78,0,2020-11-07
Hôpital Notre-Dame,117,35,41,11,4,33,81,0,2020-11-07
Hôpital du Sacré-Coeur de Montréal,120,46,55,15,5,38,125,3,2020-11-07
Hôpital Fleury,50,18,9,0,0,18,69,0,2020-11-07
Hôpital Jean-Talon,82,22,18,1,0,21,94,0,2020-11-07
Pavillon Albert-Prévost,69,13,9,6,3,0,6,0,2020-11-07
Hôpital de Lachine,129,14,18,8,5,11,38,0,2020-11-07
Hôpital général de Montréal,126,31,39,18,9,29,58,1,2020-11-07
Hôpital Royal Victoria,139,33,46,26,10,18,116,0,2020-11-07
L'hôpital de Montréal pour enfants,75,12,9,0,0,7,111,0,2020-11-07
Institut de cardiologie de Montréal,36,22,8,1,0,2,30,0,2020-11-07
CHU Sainte-Justine,25,16,4,0,0,7,152,15,2020-11-08
Centre hospitalier de l'Université de Montréal,110,51,56,27,10,47,116,0,2020-11-08
Hôpital Louis-H. Lafontaine,125,12,15,9,3,3,10,0,2020-11-08
Hôpital Santa Cabrini,87,38,33,10,3,31,73,0,2020-11-08
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,117,54,63,14,4,41,148,1,2020-11-08
Centre hospitalier de St. Mary,86,22,19,3,0,22,82,0,2020-11-08
Hôpital de LaSalle,93,15,14,2,0,6,53,0,2020-11-08
Hôpital Douglas,150,6,9,4,0,1,11,0,2020-11-08
Hôpital général du Lakeshore,132,31,41,15,8,20,79,0,2020-11-08
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-08
Hôpital de Verdun,119,26,31,9,2,25,77,0,2020-11-08
Hôpital Notre-Dame,117,35,41,16,5,36,87,0,2020-11-08
Hôpital du Sacré-Coeur de Montréal,111,46,51,24,7,32,118,0,2020-11-08
Hôpital Fleury,56,18,10,1,0,17,57,0,2020-11-08
Hôpital Jean-Talon,73,22,16,1,0,19,82,1,2020-11-08
Pavillon Albert-Prévost,77,13,10,5,2,2,8,0,2020-11-08
Hôpital de Lachine,143,14,20,11,7,8,26,0,2020-11-08
Hôpital général de Montréal,135,31,42,20,12,24,67,0,2020-11-08
Hôpital Royal Victoria,133,33,44,27,13,16,102,0,2020-11-08
L'hôpital de Montréal pour enfants,33,12,4,0,0,6,127,0,2020-11-08
Institut de cardiologie de Montréal,64,22,14,1,0,4,31,0,2020-11-08
CHU Sainte-Justine,38,16,6,0,0,13,162,21,2020-11-09
Centre hospitalier de l'Université de Montréal,114,51,58,19,8,48,146,0,2020-11-09
Hôpital Louis-H. Lafontaine,67,12,8,7,3,0,7,0,2020-11-09
Hôpital Santa Cabrini,105,38,40,8,1,33,90,0,2020-11-09
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,157,54,85,34,8,44,159,0,2020-11-09
Centre hospitalier de St. Mary,118,22,26,4,2,21,102,0,2020-11-09
Hôpital de LaSalle,107,15,16,4,0,14,78,0,2020-11-09
Hôpital Douglas,200,6,12,3,0,2,22,0,2020-11-09
Hôpital général du Lakeshore,129,31,40,11,3,27,101,0,2020-11-09
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-09
Hôpital de Verdun,154,26,40,10,0,32,106,0,2020-11-09
Hôpital Notre-Dame,120,35,42,16,5,39,107,0,2020-11-09
Hôpital du Sacré-Coeur de Montréal,111,46,51,20,6,41,152,0,2020-11-09
Hôpital Fleury,89,18,16,0,0,20,79,0,2020-11-09
Hôpital Jean-Talon,95,22,21,3,0,22,103,1,2020-11-09
Pavillon Albert-Prévost,77,13,10,5,2,0,13,0,2020-11-09
Hôpital de Lachine,143,14,20,9,5,12,48,0,2020-11-09
Hôpital général de Montréal,110,31,34,17,8,26,69,0,2020-11-09
Hôpital Royal Victoria,145,33,48,23,15,13,132,0,2020-11-09
L'hôpital de Montréal pour enfants,117,12,14,0,0,4,160,1,2020-11-09
Institut de cardiologie de Montréal,68,22,15,5,1,3,38,0,2020-11-09
CHU Sainte-Justine,44,16,7,0,0,12,172,20,2020-11-10
Centre hospitalier de l'Université de Montréal,131,51,67,23,6,51,182,0,2020-11-10
Hôpital Louis-H. Lafontaine,8,12,1,0,0,0,9,0,2020-11-10
Hôpital Santa Cabrini,116,38,44,15,3,31,87,0,2020-11-10
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,144,54,78,28,8,51,164,4,2020-11-10
Centre hospitalier de St. Mary,91,22,20,6,2,17,86,0,2020-11-10
Hôpital de LaSalle,73,15,11,4,1,10,75,0,2020-11-10
Hôpital Douglas,167,6,10,0,0,3,20,0,2020-11-10
Hôpital général du Lakeshore,145,31,45,17,3,22,87,0,2020-11-10
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-10
Hôpital de Verdun,181,26,47,16,0,31,109,0,2020-11-10
Hôpital Notre-Dame,123,35,43,20,7,37,94,0,2020-11-10
Hôpital du Sacré-Coeur de Montréal,104,46,48,15,5,30,150,0,2020-11-10
Hôpital Fleury,106,18,19,1,0,19,83,2,2020-11-10
Hôpital Jean-Talon,73,22,16,1,0,20,102,0,2020-11-10
Pavillon Albert-Prévost,54,13,7,2,1,1,17,0,2020-11-10
Hôpital de Lachine,136,14,19,10,8,8,41,0,2020-11-10
Hôpital général de Montréal,97,31,30,9,5,25,69,0,2020-11-10
Hôpital Royal Victoria,130,33,43,20,10,14,131,0,2020-11-10
L'hôpital de Montréal pour enfants,50,12,6,0,0,6,131,0,2020-11-10
Institut de cardiologie de Montréal,55,22,12,5,0,4,54,0,2020-11-10
CHU Sainte-Justine,31,16,5,0,0,9,150,11,2020-11-11
Centre hospitalier de l'Université de Montréal,127,51,65,24,8,43,171,0,2020-11-11
Hôpital Louis-H. Lafontaine,75,12,9,1,0,4,14,0,2020-11-11
Hôpital Santa Cabrini,105,38,40,17,5,36,86,0,2020-11-11
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,159,54,86,39,16,39,160,1,2020-11-11
Centre hospitalier de St. Mary,100,22,22,2,1,17,91,0,2020-11-11
Hôpital de LaSalle,67,15,10,1,0,10,58,0,2020-11-11
Hôpital Douglas,100,6,6,0,0,1,16,0,2020-11-11
Hôpital général du Lakeshore,139,31,43,19,6,21,87,0,2020-11-11
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-11
Hôpital de Verdun,135,26,35,11,0,28,98,0,2020-11-11
Hôpital Notre-Dame,94,35,33,12,5,32,71,0,2020-11-11
Hôpital du Sacré-Coeur de Montréal,102,46,47,20,4,26,141,0,2020-11-11
Hôpital Fleury,72,18,13,2,0,17,71,1,2020-11-11
Hôpital Jean-Talon,73,22,16,1,0,21,103,2,2020-11-11
Pavillon Albert-Prévost,62,13,8,8,2,0,10,0,2020-11-11
Hôpital de Lachine,93,14,13,4,1,6,36,0,2020-11-11
Hôpital général de Montréal,77,31,24,7,4,27,75,0,2020-11-11
Hôpital Royal Victoria,145,33,48,20,8,17,136,0,2020-11-11
L'hôpital de Montréal pour enfants,67,12,8,0,0,6,149,0,2020-11-11
Institut de cardiologie de Montréal,45,22,10,2,0,1,45,0,2020-11-11
CHU Sainte-Justine,50,16,8,0,0,14,155,10,2020-11-12
Centre hospitalier de l'Université de Montréal,127,51,65,28,11,45,127,0,2020-11-12
Hôpital Louis-H. Lafontaine,75,12,9,2,0,3,13,0,2020-11-12
Hôpital Santa Cabrini,111,38,42,20,12,29,87,0,2020-11-12
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,163,54,88,34,18,49,165,0,2020-11-12
Centre hospitalier de St. Mary,100,22,22,2,0,23,99,0,2020-11-12
Hôpital de LaSalle,87,15,13,1,0,9,66,0,2020-11-12
Hôpital Douglas,50,6,3,0,0,1,12,0,2020-11-12
Hôpital général du Lakeshore,161,31,50,17,5,23,95,0,2020-11-12
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,43,43,0,0,0,2020-11-12
Hôpital de Verdun,112,26,29,6,0,24,106,0,2020-11-12
Hôpital Notre-Dame,111,35,39,16,5,33,83,0,2020-11-12
Hôpital du Sacré-Coeur de Montréal,107,46,49,17,7,24,139,0,2020-11-12
Hôpital Fleury,106,18,19,4,0,15,87,0,2020-11-12
Hôpital Jean-Talon,59,22,13,3,0,18,101,0,2020-11-12
